claim,source,date,label
“Walmart must pay $500 to customers who made purchases in the last 180 days.”,Facebook posts,"By Ciara O'Rourke • September 19, 2023",Half True
Former President Donald Trump called Michelle Obama “Mike” in this tweet.,Viral image,"By Ciara O'Rourke • September 19, 2023",Half True
Videos show confrontation over LGBTQ+ representation.,Instagram posts,"By Jeff Cercone • September 19, 2023",Half True
“I taught at the University of Pennsylvania for four years.”,Joe Biden,"By Louis Jacobson • September 19, 2023",Half True
"“California Democrats have proposed Bill 553, which makes it ILLEGAL to confront or fight back against looters, burglars and shoplifters.”",Instagram posts,"By Sara Swann • September 19, 2023",Half True
“Walmart must pay $500 to U.S. families who made purchases in 2022.”,Facebook posts,"By Ciara O'Rourke • September 18, 2023",Half True
"The price of ""bacon is up five times"" under President Joe Biden.",Donald Trump,"By Louis Jacobson • September 18, 2023",Half True
“Obama finally reveals how personal chef drowned in mysterious pond accident.”,Facebook posts,"By Ciara O'Rourke • September 18, 2023",Half True
"In Westport, Connecticut, drones are “scanning (people) for COVID-19 symptoms.”",Instagram posts,"By Jeff Cercone • September 18, 2023",Half True
“We know the bank records show that nearly $20 million in payments were directed to the Biden family members and associates through various shell companies.”,Kevin McCarthy,"By Madison Czopek • September 18, 2023",Half True
“Donald Trump spent 9/11 marching into a war zone of fire and ashes with an army of his own men to save Americans.”,Benny Johnson,"By Sara Swann • September 18, 2023",Half True
Oprah Winfrey “managed to hire a private firefighting team” to protect her Maui properties before the August wildfires occurred.,Instagram posts,"By Loreben Tuquero • September 15, 2023",Half True
A World Economic Forum video reveals conspiracy behind COVID-19 spread.,Facebook posts,"By Jeff Cercone • September 15, 2023",Half True
“I really don’t know who gave (Dr. Anthony Fauci) the commendation.”,Donald Trump,"By Maria Ramirez Uribe • September 14, 2023",Half True
“Hillary Clinton in trouble as her dark web video leaked.”,Facebook posts,"By Ciara O'Rourke • September 14, 2023",Half True
President Joe Biden’s comments confirm that the government is going to “increase the number and intensity of extreme weather events.”,Instagram posts,"By Ciara O'Rourke • September 14, 2023",Half True
Estas son imágenes del “sismo de gran magnitud” en Marruecos.,Facebook posts,"By Marta Campabadal Graus • September 14, 2023",Half True
Hawaii wildfire was intentionally set because there’s “120 million tons of lithium in Maui.”,TikTok posts,"By Jeff Cercone • September 14, 2023",Half True
"“Florida sort of had a mandate because they were giving the vaccine, they were demanding everybody take the vaccine.”",Donald Trump,"By Samantha Putterman • September 14, 2023",Half True
"“Whoopi, Joy and Sunny Threaten To Resign ‘Immediately’ If Candace Owens Joins The Panel.”",Facebook posts,"By Sara Swann • September 14, 2023",Half True
CNN reported “breaking news” that the Pentagon announced a plan to “implant Americans with nanotech particles.”,Facebook posts,"By Loreben Tuquero • September 13, 2023",Half True
Video shows Vice President Kamala Harris discussing how women should “get ahead.”,Viral image,"By Ciara O'Rourke • September 13, 2023",Half True
"“Over 1,000 missing children in Maui.”",Viral image,"By Ciara O'Rourke • September 13, 2023",Half True
“Shocking video shows Biden wearing a skin mask.”,Viral image,"By Ciara O'Rourke • September 13, 2023",Half True
A new photo shows Queen Elizabeth II on the day she died.,Instagram posts,"By Ciara O'Rourke • September 13, 2023",Half True
Video shows Hawaiians being evicted after Maui wildfires.,Instagram posts,"By Sara Swann • September 13, 2023",Half True
Este video muestra una “fábrica de carne” humana “en America”.,Facebook posts,"By Marta Campabadal Graus • September 13, 2023",Half True
“Congress say they will start printing 2024 ballot without Trump name in October 2023.”,TikTok posts,"By Ciara O'Rourke • September 13, 2023",Half True
On moving forward with an impeachment inquiry into President Joe Biden with a House vote.,Kevin McCarthy,"By Louis Jacobson • September 13, 2023",Half True
“Ground zero in New York — I remember standing there the next day.”,Joe Biden,"By Louis Jacobson • September 12, 2023",Half True
"""Modified mosquitoes have officially made it to Ohio.”",Instagram posts,"By Jeff Cercone • September 12, 2023",Half True
Video shows a missile hitting the Pentagon on 9/11.,Instagram posts,"By Sara Swann • September 12, 2023",Half True
CNN reported that “Barack Obama’s ex-boyfriend admits he was ‘prime suspect’ in gay serial killer case.”,Facebook posts,"By Ciara O'Rourke • September 11, 2023",Half True
A FEMA office in Chicago is proof of a conspiracy.,Facebook posts,"By Sara Swann • September 11, 2023",Half True
Elon Musk said President Joe Biden “has one month left to live.”,Facebook posts,"By Ciara O'Rourke • September 11, 2023",Half True
Video shows Pope Francis slapping former President Donald Trump’s hand.,Viral image,"By Ciara O'Rourke • September 11, 2023",Half True
Video shows “someone who tried to escape Burning Man.”,Instagram posts,"By Ciara O'Rourke • September 8, 2023",Half True
“CNN just said Cash App went bankrupt and any funds you had in your account would have to be awarded to you through bankruptcy court.”,Facebook posts,"By Ciara O'Rourke • September 8, 2023",Half True
"CNN reported Sept. 7, 2023, that President Joe Biden’s family admitted “he died and was replaced by an actor in 2019.”",Facebook posts,"By Loreben Tuquero • September 8, 2023",Half True
"A Democrat-sponsored bill proposes a “1,000% gun tax on most firearms.”",Thom Tillis,"By Paul Specht • September 8, 2023",Half True
"Under Gov. Ron DeSantis, “in the last five years, spending has gone up 30%"" in Florida.",Chris Christie,"By Samantha Putterman • September 8, 2023",Half True
"During the spring 2020 election in Milwaukee, a reduction to only five polling locations “came days before the election and was done without proper notice to voters.”",LaKeshia Myers,"By D.L. Davis • September 8, 2023",Half True
Video shows President Joe Biden confirmed “the Lahaina fires were planned.”,Instagram posts,"By Ciara O'Rourke • September 7, 2023",Half True
Americans “currently are making less than at the height of the Great Depression.”,Isabel Brown,"By Louis Jacobson • September 7, 2023",Half True
A video shows Florida Gov. Ron DeSantis dropping out of the 2024 presidential race.,Social Media,"By Loreben Tuquero • September 7, 2023",Half True
“Barack Obama’s late chef’s wife comes out to expose Obama family.”,Facebook posts,"By Ciara O'Rourke • September 6, 2023",Half True
“Joan Rivers’ daughter threatens to expose Michelle Obama.”,Facebook posts,"By Ciara O'Rourke • September 6, 2023",Half True
Video shows Clearwater Beach during Hurricane Idalia.,Facebook posts,"By Ciara O'Rourke • September 6, 2023",Half True
A new Florida law says “a father must submit a DNA test before signing the birth certificates.”,Facebook posts,"By Samantha Putterman • September 6, 2023",Half True
“Burning Man was a national emergency because it was flooded.”,Instagram posts,"By Madison Czopek • September 6, 2023",Half True
"“Norway, Finland, Sweden, Holland, and the UK have now banned gender transition surgery for minors.”",Instagram posts,"By Grace Abels • September 6, 2023",Half True
"The WHO is developing a pandemic treaty that will remove current human rights protections, enforce surveillance and censorship and eliminate freedom of speech.",Facebook posts,"By Madison Czopek • September 5, 2023",Half True
Sen. Rick Scott “wants to … end Social Security and Medicare coverage.”,Debbie Mucarsel-Powell,"By Marta Campabadal Graus • September 5, 2023",Half True
GOP-authored elections bill “requires valid votes to be tossed out … if a computer rejects a signature.”,Roy Cooper,"By Paul Specht • September 1, 2023",Half True
"""(President Joe) Biden is trying to limit you to two beers per week.”",Ted Cruz,"By Sarah Bahari • September 1, 2023",Half True
Bill Gates-funded research into genetically engineered cattle ticks is responsible for red-meat allergies from alpha-gal syndrome in the U.S.,Instagram posts,"By Jeff Cercone • September 1, 2023",Half True
"U.S. inflation is ""now down close to 3%, the lowest among the world’s leading economies.""",Joe Biden,"By Louis Jacobson • September 1, 2023",Half True
Photos are evidence of “satanism in public schools.”,Facebook posts,"By Loreben Tuquero • September 1, 2023",Half True
"""Las naves extraterrestres se camuflan con nubes sobre la nave”.",Facebook posts,"By Maria Briceño • September 1, 2023",Half True
"“According to the Congressional Budget Office,” the Inflation Reduction Act “will save the federal government $160 billion over the next 10 years because Medicare will be paying less for the prescription drugs they’re making available to seniors.”",Joe Biden,"By Louis Jacobson • August 31, 2023",Half True
"When elected Georgia governor in 2018, “Brian Kemp was over $7 million in debt.” Kemp “cut a deal” to select Dominion Voting Systems as Georgia’s voting machine vendor and “has never been in debt since.”",Travis Tritt,"By Sara Swann • August 31, 2023",Half True
“We have over a million people right now that are under emergency travel restrictions … and this is due to poison being released into the air.”,Facebook posts,"By Madison Czopek • August 31, 2023",Half True
Canadian Prime Minister Justin Trudeau announced that the government is passing the “Digital Existence Act” in response to the new COVID-19 variant.,Instagram posts,"By Loreben Tuquero • August 31, 2023",Half True
Video shows interview with Elon Musk about making “passive income” with “Quantum AI.”,Viral image,"By Ciara O'Rourke • August 31, 2023",Half True
CBS reported on Oprah Winfrey reacting “to getting cancelled for stealing land amid Maui fires.”,Viral image,"By Ciara O'Rourke • August 31, 2023",Half True
Fox News chyron called University of North Carolina shooting suspect “mostly white Asian.”,Instagram posts,"By Jeff Cercone • August 30, 2023",Half True
“Marines caught FEMA operatives piling corpses into a mass gravesite at the Maui Forest Reserve.”,TikTok posts,"By Sara Swann • August 30, 2023",Half True
Speaker at World Economic Forum conference proposed adding COVID-19 vaccines to water supply.,Facebook posts,"By Jeff Cercone • August 30, 2023",Half True
Video suggests Canada wildfires were deliberately set to advance “smart cities” push.,Facebook posts,"By Tom Kertscher • August 30, 2023",Half True
“CDC says new COVID variant is more contagious among vaccinated people than those unvaccinated.”,Viral image,"By Ciara O'Rourke • August 30, 2023",Half True
"President Joe Biden is going to trial for “treason,” “sedition” and “crimes against humanity.”",Facebook posts,"By Ciara O'Rourke • August 30, 2023",Half True
The mothers of Major League Soccer players “file complaint against Leo Messi.”,Facebook posts,"By Ciara O'Rourke • August 30, 2023",Half True
"“Personas poderosas ricas … pintaron los techos” de sus casas de color azul para que no se dañaran durante los incedios forestales en Maui, Hawai.",Facebook posts,"By Ciara O'Rourke • August 30, 2023",Half True
Video shows former first lady Michelle Obama “accidentally reveals what really happened to their chef.”,Facebook posts,"By Ciara O'Rourke • August 30, 2023",Half True
"Video shows the state of “Great Britain now,” with “78,000 people under the water.”",Facebook posts,"By Loreben Tuquero • August 30, 2023",Half True
"""Surfistas en California aprovechan las fuertes marejadas del Huracán Hilary, para sus prácticas deportivas"".",Facebook posts,"By Marta Campabadal Graus • August 30, 2023",Half True
"La Proposición 47 en California dice ""cualquier persona que trate de robar artículos con un valor menos de $950 no serán llevados a la cárcel, ni serán penados por ningún tipo de ley"".",Facebook posts,"By Maria Briceño • August 30, 2023",Half True
Photo shows someone stealing less than $950 of goods in California.,Viral image,"By Ciara O'Rourke • August 29, 2023",Half True
“Shots fired T.L Hanna High School 1 seriously injured.”,Facebook posts,"By Ciara O'Rourke • August 29, 2023",Half True
"Women vaccinated against COVID-19 face ""unknown side effects that could perpetually go down through the lineage"" to their children.",Instagram posts,"By Tom Kertscher • August 29, 2023",Half True
Tafari Campbell was “murdered.”,Facebook posts,"By Ciara O'Rourke • August 29, 2023",Half True
"""I actually pushed the Deficit Reduction Act. That was the last time we actually reduced the national debt in the United States, when I was the leader of House conservatives.""",Mike Pence,"By Louis Jacobson • August 29, 2023",Half True
El libro “Fire & Fury” “salió un día después del fuego en Hawaii … Esto es más evidencia de que todo fue planificado”.,Facebook posts,"By Marta Campabadal Graus • August 29, 2023",Half True
"As of Aug. 25, ""Luis Rubiales has resigned as the president of the Spanish Football Federation.""",Facebook posts,"By Tom Kertscher • August 29, 2023",Half True
"""America’s C40 cities will ban meat, dairy, new clothes, private cars by 2030.”",Instagram posts,"By Jeff Cercone • August 29, 2023",Half True
"Vice President Mike Pence on Jan. 6, 2021, could have approved the 2020 electoral votes on the condition that Congress pass an overhaul of election law.",Vivek Ramaswamy,"By Louis Jacobson • August 29, 2023",Half True
“Oprah started the fire.”,Instagram posts,"By Ciara O'Rourke • August 28, 2023",Half True
“Mom of Barack Obama’s chef speaks out to expose Obama family.”,Facebook posts,"By Ciara O'Rourke • August 28, 2023",Half True
“183 bodies have washed up on Lanai.”,Instagram posts,"By Ciara O'Rourke • August 28, 2023",Half True
“Judge Cannon been ordered to DISQUALIFY herself in Trump's case.”,Facebook posts,"By Ciara O'Rourke • August 28, 2023",Half True
"""Malaysian doctor put to death for giving COVID injection under the (Nuremberg) Code.”",Facebook posts,"By Jeff Cercone • August 28, 2023",Half True
"The World Health Organization said there is ""a possible causal relationship"" between COVID-19 vaccines and multiple sclerosis.",Instagram posts,"By Tom Kertscher • August 28, 2023",Half True
El COVID-19 “nunca existio”.,Facebook posts,"By Maria Briceño • August 28, 2023",Half True
FEMA and Red Cross are “confiscating” donations meant for Hawaii wildfire victims.,Facebook posts,"By Maria Briceño • August 25, 2023",Half True
Smart-city plans are behind wildfires in Tenerife.,Facebook posts,"By Jeff Cercone • August 25, 2023",Half True
“Fauci declares that all unvaccinated citizens must be locked down this winter.”,Instagram posts,"By Loreben Tuquero • August 25, 2023",Half True
“Trump says Biden is an alien.”,Viral image,"By Ciara O'Rourke • August 25, 2023",Half True
Fox News reported that California Gov. Gavin Newsom said former President Donald Trump “is not eligible for future presidential elections & has asked the California’s State Assembly to pass a bill that will remove Trump’s name on any future ballots.”,Viral image,"By Ciara O'Rourke • August 25, 2023",Half True
"Hillary Clinton was “EXECUTED December 31, 2018.”",Facebook posts,"By Grace Abels • August 25, 2023",Half True
Celebrities are “painting their Maui properties the same weird shade of blue.”,Viral image,"By Ciara O'Rourke • August 25, 2023",Half True
Lucky Charms contains an unsafe amount of cleaning compound trisodium phosphate.,Facebook posts,"By Grace Abels • August 25, 2023",Half True
"El incendio forestal en Maui, Hawai, fue provocado por un arma ""láser"" para crear una nueva ciudad tecnológica.",TikTok posts,"By Maria Briceño • August 25, 2023",Half True
Former President Barack Obama “reacts to chef’s wife blaming him for the death of her husband Talafi Cambell.”,Facebook posts,"By Ciara O'Rourke • August 24, 2023",Half True
“Military arrests FEMA Deputy Administrator Erik Hooks.”,Facebook posts,"By Ciara O'Rourke • August 24, 2023",Half True
“The reality is more people are dying of bad climate change policies than they are of actual climate change.”,Vivek Ramaswamy,"By Jeff Cercone • August 24, 2023",Half True
U.S. Navy SEALs rescued 807 children who were being kept as sex slaves on a barge in San Francisco Bay.,Instagram posts,"By Ciara O'Rourke • August 24, 2023",Half True
“New global virus called ID-10T is spreading quickly.”,Viral image,"By Ciara O'Rourke • August 24, 2023",Half True
"“There has been zero response from local, regional or federal officials” to aid people affected by the Maui, Hawaii, wildfires.",Facebook posts,"By Loreben Tuquero • August 24, 2023",Half True
Images of blue things that weren’t burned in Hawaii are evidence directed energy weapons started the wildfires there.,Instagram posts,"By Ciara O'Rourke • August 24, 2023",Half True
“Marines neutralize fleeing FEMA convoy in Maui.”,Instagram posts,"By Ciara O'Rourke • August 24, 2023",Half True
"Video shows military planes over Nashville ""dispersing materials into the atmosphere"" for geoengineering.",Facebook posts,"By Tom Kertscher • August 23, 2023",Half True
"Images of burned cars in Lahaina, Hawaii, are evidence wildfires there were started by directed energy weapons.",Instagram posts,"By Ciara O'Rourke • August 22, 2023",Half True
"""Los Angeles Dodgers Stadium is flooded after mocking God!”",TikTok posts,"By Jeff Cercone • August 22, 2023",Half True
"Maui, Hawaii, police chief arrests “witnesses” in part of wildfire cover-up.",TikTok posts,"By Ciara O'Rourke • August 22, 2023",Half True
"A video showed President Joe Biden falling asleep during an event with the Maui, Hawaii, wildfire survivors and families.",Social Media,"By Loreben Tuquero • August 22, 2023",Half True
Video shows “articles of impeachment to be filed against President Joe Biden today!”,Facebook posts,"By Ciara O'Rourke • August 22, 2023",Half True
“After China sent a balloon over strategic sites in the United States … President Biden literally sent the secretary of state hat in hand to go kowtow and ask for a meeting.”,Mike Pence,"By Amy Sherman • August 22, 2023",Half True
“Official statement — Putin assassinated in the Kremlin!”,Facebook posts,"By Tom Kertscher • August 22, 2023",Half True
“WEF admits Maui wildfires orchestrated to transform Hawaii into 15-minute cities.”,Facebook posts,"By Loreben Tuquero • August 22, 2023",Half True
"La vacuna contra COVID-19 ""contiene óxido de grafeno"" y para desintoxicarte toma ""dióxido de cloro"".",Facebook posts,"By Maria Briceño • August 22, 2023",Half True
“Michelle Obama finally responds to Obama’s hidden gay secret.”,Facebook posts,"By Ciara O'Rourke • August 21, 2023",Half True
“A higher percentage of American workers are working today than ever before.”,Joe Biden,"By Louis Jacobson • August 21, 2023",Half True
"""Hawaii is being attacked by direct energy weapons.""",Instagram posts,"By Marta Campabadal Graus • August 18, 2023",Half True
"Fulton County District Attorney Fani Willis “campaigned and raised money on, ‘I will get Trump.’”",Donald Trump,"By Amy Sherman • August 18, 2023",Half True
A book published Aug. 10 about the Maui wildfires is proof the wildfires were planned.,Social Media,"By Loreben Tuquero • August 17, 2023",Half True
“I’ve already” declared a national climate emergency,Joe Biden,"By Louis Jacobson • August 17, 2023",Half True
“The FDA is now saying that it’s OK to take ivermectin if you have COVID.”,Maria Bartiromo,"By Sara Swann • August 17, 2023",Half True
"""The federal government has just declared a major food shortage emergency"" in six states.",Facebook posts,"By Tom Kertscher • August 16, 2023",Half True
"Video shows Hawaii Gov. Josh Green “wants to turn Lahaina Maui into state lands. All planned for smart city.""",Instagram posts,"By Jeff Cercone • August 16, 2023",Half True
“Military arrests Pfizer CEO Albert Bourla.”,Instagram posts,"By Loreben Tuquero • August 16, 2023",Half True
"“In three short years, we achieved energy independence.”",Mike Pence,"By Matthew Crowley • August 16, 2023",Half True
"“Wildfires do not completely burn out cars, glass and all, yet leaving nearby trees and utility poles still standing upright.”",Facebook posts,"By Madison Czopek • August 15, 2023",Half True
"While nearly naked, a member of Mexico’s congress said, “You are ashamed to see me naked, but you are not ashamed to see your people in the streets naked.”",Instagram posts,"By Ciara O'Rourke • August 15, 2023",Half True
Maui fires are part of an intentional effort to rebuild the island into a “smart island.”,Instagram posts,"By Jeff Cercone • August 14, 2023",Half True
"COVID-19 vaccines have killed 676,000 Americans.",Steve Kirsch,"By Tom Kertscher • August 14, 2023",Half True
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,The Gateway Pundit,"By Sara Swann • August 14, 2023",Half True
“Hiroshima and Nagasaki were never nuked.”,Facebook posts,"By Ciara O'Rourke • August 14, 2023",Half True
Bud Light billboard says “lol CRYBABIES”,Instagram posts,"By Maria Briceño • August 14, 2023",Half True
Photos show people wearing Ku Klux Klan hoods in the mini-mart owned by someone involved in the Montgomery riverfront brawl.,Facebook posts,"By Ciara O'Rourke • August 14, 2023",Half True
“We’ve eliminated critical race theory in our K through 12 schools.”,Ron DeSantis,"By Samantha Putterman • August 14, 2023",Half True
"""Illinois is now letting illegal aliens become police officers.""",Ron DeSantis,"By Nuria Diaz Muñoz • August 11, 2023",Half True
A bill sponsored by U.S. Sen. Bernie Sanders would “increase government control” of pharmacy benefit managers and is a “radical health care takeover.”,Citizens Against Government Waste,"By Paul Specht • August 11, 2023",Half True
Photos are proof that Hawaii fires were caused by a “direct energy weapon assault on the people.”,Instagram posts,"By Jeff Cercone • August 11, 2023",Half True
Fox News reported on “an energy-saving device that can save 90% of electricity” from Elon Musk.,Facebook posts,"By Ciara O'Rourke • August 11, 2023",Half True
The United Nations has warned Christians that if we do not fully accept the legalization of pedophilia that we will be excluded from participating in society.,Bloggers,"By Ciara O'Rourke • August 11, 2023",Half True
BBC News reported that British residents “no longer need to work” thanks to an investment project from Elon Musk.,Facebook posts,"By Ciara O'Rourke • August 11, 2023",Half True
"“Putin bans 5G across Russia, destroys all towers.”",Bloggers,"By Ciara O'Rourke • August 10, 2023",Half True
"Video showing celebrities, politicians and other notable figures with black eyes proves they are part of the Illuminati.",Facebook posts,"By Jeff Cercone • August 10, 2023",Half True
Country singer Jason Aldean sued “The View” co-host Whoopi Goldberg.,Facebook posts,"By Ciara O'Rourke • August 10, 2023",Half True
"""WEF chairman Klaus Schwab openly calls for AI technology to replace Democratic elections!”",Instagram posts,"By Jeff Cercone • August 9, 2023",Half True
Douglass Mackey was convicted “because he made a meme in the 2016 election.”,Charlie Kirk,"By Madison Czopek • August 9, 2023",Half True
“King Charles exposed at Buckingham Palace as ancient reptilian shapeshifter.”,Facebook posts,"By Ciara O'Rourke • August 9, 2023",Half True
Golfer John Daly commented on soccer player Megan Rapinoe “choking” during the World Cup.,Viral image,"By Ciara O'Rourke • August 9, 2023",Half True
“They are trying to make it illegal to question the results of a bad election.”,Donald Trump,"By Amy Sherman • August 9, 2023",Half True
"California passed a law “reducing penalties for oral, anal sex with willing children.”",Instagram posts,"By Tom Kertscher • August 9, 2023",Half True
The Trump administration “built nearly 500 miles of border wall.”,Donald Trump,"By Maria Ramirez Uribe • August 9, 2023",Half True
"""Beyonce paid $100K for Maryland Metro to run later following weather delays for her concert.”",Instagram posts,"By Jeff Cercone • August 9, 2023",Half True
"“During Biden’s first 30 months in office, just 2.1 million new jobs were created, and by contrast, during my first 30 months in office we created 4.9 million new jobs.”",Donald Trump,"By Louis Jacobson • August 8, 2023",Half True
“There are polls that also say I have great approval ratings.”,Kamala Harris,"By Louis Jacobson • August 8, 2023",Half True
Video shows a man interrupting Republican presidential candidate Will Hurd on “The View.”,Viral image,"By Ciara O'Rourke • August 8, 2023",Half True
Video shows President Joe Biden falling asleep “on live TV.”,Viral image,"By Ciara O'Rourke • August 8, 2023",Half True
“Code red emergency - poison released in the air” affecting 127 million people.,Facebook posts,"By Loreben Tuquero • August 8, 2023",Half True
"Says Gov. Ron DeSantis “opposed my China tariffs and he heartlessly opposed” $28 billion for farm relief, which was paid for by China.",Donald Trump,"By Samantha Putterman • August 8, 2023",Half True
“Disease X” is “the next plandemic.”,TikTok posts,"By Sara Swann • August 7, 2023",Half True
"""FBI director Wray confirms Joe Biden is under criminal investigation for Ukrainian bribes by the U.S. attorney in Delaware then tries to backpedal.”",Instagram posts,"By Jeff Cercone • August 7, 2023",Half True
“We’re seeing two massive explosions on U.S. critical infrastructure in the past 24 hours that have caused power outages.”,Facebook posts,"By Madison Czopek • August 7, 2023",Half True
"""Some states have “tried to ban teaching Latino and Hispanic history.”",Kamala Harris,"By Marta Campabadal Graus • August 7, 2023",Half True
“A lot of your chain-food restaurants have been using (lab-grown meat) for years.”,Instagram posts,"By Jeff Cercone • August 4, 2023",Half True
Video shows that Attorney General Merrick Garland “cries like kid after Taylor Greene calls out stupid ‘Trump’s Arraignment.’”,Facebook posts,"By Madison Czopek • August 3, 2023",Half True
“13 nations agree to abolish farming in order to save the planet.”,Instagram posts,"By Sara Swann • August 3, 2023",Half True
“Una aguja puede salvar la vida de una persona teniendo un derrame cerebral”.,Facebook posts,"By Marta Campabadal Graus • August 3, 2023",Half True
"""Wages are up after being adjusted for inflation.""",Joe Biden,"By Louis Jacobson • August 3, 2023",Half True
"""Carne sintética impresa en 3D para todo el mundo la nueva orden de la ONU para preservar el planeta"".",Facebook posts,"By Marta Campabadal Graus • August 3, 2023",Half True
"Nicole Schwab said, “Permanent climate lockdowns coming — whether you like it or not.”",Instagram posts,"By Madison Czopek • August 3, 2023",Half True
“Consumer confidence is the highest it’s been in years.”,Chris  Coons,"By Louis Jacobson • August 3, 2023",Half True
"Judge Tanya Chutkan “is the only federal judge in Washington, D.C., who has sentenced Jan. 6 defendants to sentences longer than the government had requested.”",Jack Posobiec,"By Madison Czopek • August 2, 2023",Half True
People who received COVID-19 vaccines can “detoxify” their bodies from the spike protein.,Instagram posts,"By Sara Swann • August 2, 2023",Half True
"The White House delivered an “official statement” July 28 that we “need to be getting prepared for something big to happen, potentially to our critical infrastructure.”",Facebook posts,"By Loreben Tuquero • August 2, 2023",Half True
A new law allows people to permanently erase unpaid debt older than two years from their credit records.,TikTok posts,"By Tom Kertscher • August 1, 2023",Half True
"""Joe Biden no sabía que esta mujer estaba grabando y puedes escucharlo olfatear agresivamente a su pequeño hijo”.",Instagram posts,"By Marta Campabadal Graus • August 1, 2023",Half True
“Skin cancer is a relatively new phenomenon in the last 60 years or so.”,Instagram posts,"By Tom Kertscher • August 1, 2023",Half True
"Former President Barack Obama “removed 500,000 pedophiles from background check database.”",Instagram posts,"By Loreben Tuquero • July 31, 2023",Half True
Photos of Barack Obama golfing with bandaged fingers are proof of his involvement in Tafari Campbell’s death.,Instagram posts,"By Jeff Cercone • July 31, 2023",Half True
"There was a recent attempt to assassinate Donald Trump in Reno, Nevada.",Facebook posts,"By Madison Czopek • July 31, 2023",Half True
"Says Bill Gates said, “We’re taking things that are genetically modified organisms, and we’re injecting them into little kids’ arms” in the context of the COVID-19 pandemic.",Facebook posts,"By Tom Kertscher • July 31, 2023",Half True
"Doctors in the Netherlands “ordered” to euthanize “citizens with autism and other minor disabilities, even if the patient does not currently express any desire to die.""",Facebook posts,"By Jeff Cercone • July 28, 2023",Half True
Estas imágenes muestran a LeBron James vestido de rosa para la película “Barbie”.,Social Media,"By Nuria Diaz Muñoz • July 28, 2023",Half True
“Tens of millions of Americans live in communities where they cannot find a doctor while others have to wait months to be seen.”,Bernie Sanders,"By Michelle Andrews • July 28, 2023",Half True
A wind turbine must “spin continually for over four years just to replace the energy it took to manufacture it.”,Instagram posts,"By Tom Kertscher • July 28, 2023",Half True
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Joe Biden,"By Louis Jacobson • July 28, 2023",Half True
"""In Biden's America, 7 million people illegally crossed the border and are given a free cellphone and airline tickets.""",Francis Suarez,"By Maria Briceño • July 28, 2023",Half True
“You can work at some McDonald’s in this country for more money than … signing up for the military.”,Nicole Malliotakis,"By Jill Terreri Ramos • July 28, 2023",Half True
"""No hay calentamiento global, de hecho las gráficas indican que nos estamos enfriando cada vez más”.",Facebook posts,"By Maria Briceño • July 28, 2023",Half True
“The government just stated under oath that they are in possession of UFOs and nonhuman alien bodies.”,Lizzo,"By Jeff Cercone • July 28, 2023",Half True
These images show LeBron James dressed in pink for the “Barbie” movie.,Social Media,"By Nuria Diaz Muñoz • July 27, 2023",Half True
"""Las personas mayores de 65 años con dificultades financieras"" pueden calificar para una ""flex card"" de Medicare para comprar alimentos, pagar trabajo dental y otras necesidades.",Facebook posts,"By Nuria Diaz Muñoz • July 27, 2023",Half True
"Borax can be used to treat a variety of health problems, including joint pain, kidney stones, osteoporosis and chronic fatigue.",Facebook posts,"By Sara Swann • July 27, 2023",Half True
"""Senator Mitt Romney threatens to leave the Republican party and join Democrats.”",Instagram posts,"By Jeff Cercone • July 27, 2023",Half True
Video shows a van “‘Queer testing’ kids without parental approval … (that) involves clothing removal.”,Facebook posts,"By Madison Czopek • July 27, 2023",Half True
"Immigrants are supposed to “apply for asylum in the country where they are, and then they try to come into the United States.”",Virginia Foxx,"By Paul Specht • July 27, 2023",Half True
"“Ahora resulta que la corporación de juguetes MATTEL, lanza una ‘Barbie BAFOMET’, para complacer a la estrenada sociedad de la iglesia satánica en EEUU.""",Facebook posts,"By Nuria Diaz Muñoz • July 27, 2023",Half True
“There have been more illegal encounters under Biden than the previous two administrations combined.”,Tim Scott,"By Maria Ramirez Uribe • July 26, 2023",Half True
“There is no such thing as a trans kid.”,Gays Against Groomers,"By Grace Abels • July 26, 2023",Half True
"When Bill Nye said “the Earth is a closed system,” he suggested space exploration is impossible.",Instagram posts,"By Loreben Tuquero • July 26, 2023",Half True
"Tafari Campbell, the Obamas’ personal chef who drowned, tweeted that he had “information that will lead to the arrest of Barack Obama.”",Instagram posts,"By Sara Swann • July 26, 2023",Half True
Beyoncé “is a defendant in a major human trafficking case.”,Facebook posts,"By Jeff Cercone • July 25, 2023",Half True
“US Navy SEALs are arresting Ron DeSantis” for running a child sex trafficking ring.,Facebook posts,"By Loreben Tuquero • July 25, 2023",Half True
“(Joe) Biden just gets up and leaves during a live TV interview.”,Facebook posts,"By Sara Swann • July 25, 2023",Half True
"""Biden elimina ‘tráfico sexual de menores’ como una de las prioridades del Departamento de Justicia de su gobierno”.",TikTok posts,"By Maria Briceño • July 25, 2023",Half True
"A las personas que van a ver ‘Sound of Freedom’ “en medio de la película se les va la luz, les hacen unas alarmas de bomberos o simplemente dicen que tienen que evacuar”.",TikTok posts,"By Jeff Cercone • July 25, 2023",Half True
“Luke Bryan pulls his videos from CMT: ‘Time for the Bud Light treatment.’”,Facebook posts,"By Madison Czopek • July 24, 2023",Half True
