claim,source,date,label
“Trump passed a new law that whoever is paying the child support will get to declare those children on their taxes.”,Social Media,"By Sofia Ahmed • January 21, 2025",Mostly True
California wildfires have “nothing to do with climate change.”,Donald Trump Jr.,"By Caleb McCullough • January 21, 2025",Mostly True
Second lady Usha Vance “will have her citizenship revoked if (President Donald) Trump signs his executive order banning birthright citizenship.”,Threads posts,"By Sara Swann • January 21, 2025",Mostly True
The United States is the only country with unrestricted birthright citizenship.,Donald Trump,"By Samantha Putterman • January 21, 2025",Mostly True
Imágenes muestran animales heridos en los incendios de Los Ángeles.,Facebook posts,"By Maria Briceño • January 21, 2025",Mostly True
President-elect Donald Trump posted on X that he is “purchasing TikTok.”,TikTok posts,"By Sara Swann • January 17, 2025",Mostly True
Buncombe County “is still demanding property taxes on homes destroyed by Hurricane Helene based on pre-Helene assessments that no longer apply.”,Dana Loesch,"By Paul Specht • January 17, 2025",Mostly True
"“Some of these (California) reservoirs have been dry for 15, 20 years.""",JD Vance,"By Caleb McCullough • January 17, 2025",Mostly True
“All three California wild fires seem to start at the same time!”,Viral image,"By Ciara O'Rourke • January 17, 2025",Mostly True
“Jimmy Kimmel just announced that his show will end on January 20th … he’s leaving for Canada and says he’s ‘never coming back.’”,Facebook posts,"By Ciara O'Rourke • January 17, 2025",Mostly True
Video shows Mexican firefighters going to help with California fires.,Viral image,"By Ciara O'Rourke • January 17, 2025",Mostly True
"Amazon, Google, Meta, Microsoft, Apple and Uber haven’t donated anything toward LA fire relief, but Taylor Swift donated $10 million.",Social Media,"By Sofia Ahmed • January 16, 2025",Mostly True
Video claims to show the Los Angeles fires.,Facebook posts,"By Kwasi Gyamfi Asiedu • January 16, 2025",Mostly True
Los Angeles wildfires are part of a Hollywood conspiracy to cover up evidence related to Sean “Diddy” Combs.,Instagram posts,"By Sara Swann • January 16, 2025",Mostly True
“Bomberos que combaten los incendios en Los Ángeles sostienen imagen de Nuestra Madre Santísima”.,Facebook posts,"By Maria Briceño • January 16, 2025",Mostly True
"“So (Los Angeles), Hollywood, and California (get) 100% aid for the next 180 days while Western North Carolina got $750.”",Facebook posts,"By Madison Czopek • January 16, 2025",Mostly True
On banning TikTok,Donald Trump,"By Kwasi Gyamfi Asiedu • January 16, 2025",Mostly True
