ID,Headline,Description,Source,Category,Year,Fact-Check Label,Link
788,Breaking: Government removes product,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/4155/
789,Breaking: Celebrity bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Mostly False,https://www.politifact.com/factchecks/4216/
790,Breaking: Government bans law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Fake,https://www.politifact.com/factchecks/8169/
791,Breaking: Company removes law,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/4852/
792,Breaking: Company introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Fake,https://www.politifact.com/factchecks/8204/
793,Breaking: Government removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/3365/
794,Breaking: Government bans law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Fake,https://www.politifact.com/factchecks/1924/
795,Breaking: Government removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Climate,2025,Fake,https://www.politifact.com/factchecks/7986/
796,Breaking: Celebrity removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Fake,https://www.politifact.com/factchecks/7281/
797,Breaking: Company removes law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,World,2025,Pants on Fire,https://www.politifact.com/factchecks/7598/
798,Breaking: Government removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Entertainment,2025,Fake,https://www.politifact.com/factchecks/6970/
799,Breaking: Company removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Mostly False,https://www.politifact.com/factchecks/8249/
800,Breaking: Government bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/8354/
801,Breaking: Celebrity bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/7809/
802,Breaking: Company removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/2035/
803,Breaking: Company bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/6998/
804,Breaking: Celebrity bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Fake,https://www.politifact.com/factchecks/9646/
805,Breaking: Company bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/9983/
806,Breaking: Government bans product,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/3596/
807,Breaking: Celebrity bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Finance,2025,Fake,https://www.politifact.com/factchecks/4819/
808,Breaking: Government introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/2259/
809,Breaking: Government introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Mostly False,https://www.politifact.com/factchecks/2275/
810,Breaking: Government removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,World,2025,Fake,https://www.politifact.com/factchecks/8550/
811,Breaking: Company bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Fake,https://www.politifact.com/factchecks/8327/
812,Breaking: Celebrity removes product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Mostly False,https://www.politifact.com/factchecks/5967/
813,Breaking: Celebrity introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Mostly False,https://www.politifact.com/factchecks/7912/
814,Breaking: Government bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,World,2025,Fake,https://www.politifact.com/factchecks/8831/
815,Breaking: Celebrity introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,World,2025,Mostly False,https://www.politifact.com/factchecks/8561/
816,Breaking: Government removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Mostly False,https://www.politifact.com/factchecks/6681/
817,Breaking: Company removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Health,2025,Fake,https://www.politifact.com/factchecks/4122/
818,Breaking: Celebrity introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Fake,https://www.politifact.com/factchecks/5179/
819,Breaking: Government removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Fake,https://www.politifact.com/factchecks/6133/
820,Breaking: Celebrity bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Fake,https://www.politifact.com/factchecks/3231/
821,Breaking: Celebrity removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Health,2025,Mostly False,https://www.politifact.com/factchecks/6949/
822,Breaking: Company bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Fake,https://www.politifact.com/factchecks/4911/
823,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Mostly False,https://www.politifact.com/factchecks/5781/
824,Breaking: Company bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Health,2025,Fake,https://www.politifact.com/factchecks/3550/
825,Breaking: Company removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Fake,https://www.politifact.com/factchecks/5271/
826,Breaking: Celebrity bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Fake,https://www.politifact.com/factchecks/7795/
827,Breaking: Government bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Politics,2025,Mostly False,https://www.politifact.com/factchecks/6690/
828,Breaking: Celebrity bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,World,2025,Pants on Fire,https://www.politifact.com/factchecks/8789/
829,Breaking: Celebrity removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Fake,https://www.politifact.com/factchecks/6440/
830,Breaking: Celebrity introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/6115/
831,Breaking: Government removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/8027/
832,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Mostly False,https://www.politifact.com/factchecks/1478/
833,Breaking: Celebrity removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Mostly False,https://www.politifact.com/factchecks/5989/
834,Breaking: Company removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Mostly False,https://www.politifact.com/factchecks/1386/
835,Breaking: Company bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/1930/
836,Breaking: Company bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Entertainment,2025,Fake,https://www.politifact.com/factchecks/3414/
837,Breaking: Celebrity removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Fake,https://www.politifact.com/factchecks/2507/
838,Breaking: Government bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,World,2025,Fake,https://www.politifact.com/factchecks/8333/
839,Breaking: Government introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/4783/
840,Breaking: Company removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Fake,https://www.politifact.com/factchecks/6299/
841,Breaking: Government introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Fake,https://www.politifact.com/factchecks/4394/
842,Breaking: Company removes law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Politics,2025,Mostly False,https://www.politifact.com/factchecks/3008/
843,Breaking: Government removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Health,2025,Mostly False,https://www.politifact.com/factchecks/6210/
844,Breaking: Company bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/8302/
845,Breaking: Company removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Mostly False,https://www.politifact.com/factchecks/2545/
846,Breaking: Celebrity removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/3050/
847,Breaking: Government introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Mostly False,https://www.politifact.com/factchecks/8975/
848,Breaking: Government removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Fake,https://www.politifact.com/factchecks/1316/
849,Breaking: Company removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/3777/
850,Breaking: Celebrity bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Fake,https://www.politifact.com/factchecks/5445/
851,Breaking: Celebrity introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/9511/
852,Breaking: Celebrity bans product,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Mostly False,https://www.politifact.com/factchecks/2825/
853,Breaking: Company bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Technology,2025,Mostly False,https://www.politifact.com/factchecks/3089/
854,Breaking: Company bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/8910/
855,Breaking: Government removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Pants on Fire,https://www.politifact.com/factchecks/8072/
856,Breaking: Celebrity bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/2843/
857,Breaking: Company removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/8532/
858,Breaking: Celebrity removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Mostly False,https://www.politifact.com/factchecks/3523/
859,Breaking: Company bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Finance,2025,Mostly False,https://www.politifact.com/factchecks/1413/
860,Breaking: Celebrity removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/2257/
861,Breaking: Celebrity introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Mostly False,https://www.politifact.com/factchecks/8542/
862,Breaking: Celebrity bans law,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/8187/
863,Breaking: Celebrity removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Fake,https://www.politifact.com/factchecks/6400/
864,Breaking: Government bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/3994/
865,Breaking: Government removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/9569/
866,Breaking: Company bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,World,2025,Pants on Fire,https://www.politifact.com/factchecks/1311/
867,Breaking: Government bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/8893/
868,Breaking: Company bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/8583/
869,Breaking: Celebrity removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/4730/
870,Breaking: Company introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Mostly False,https://www.politifact.com/factchecks/6143/
871,Breaking: Company bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/7353/
872,Breaking: Government removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/1625/
873,Breaking: Government bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Fake,https://www.politifact.com/factchecks/2178/
874,Breaking: Company introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Fake,https://www.politifact.com/factchecks/5132/
875,Breaking: Government introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/9558/
876,Breaking: Government removes product,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,World,2025,Fake,https://www.politifact.com/factchecks/9639/
877,Breaking: Celebrity removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Sports,2025,Mostly False,https://www.politifact.com/factchecks/1622/
878,Breaking: Celebrity introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,World,2025,Pants on Fire,https://www.politifact.com/factchecks/2358/
879,Breaking: Government removes law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Fake,https://www.politifact.com/factchecks/8323/
880,Breaking: Government removes law,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Mostly False,https://www.politifact.com/factchecks/6418/
881,Breaking: Government introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Sports,2025,Mostly False,https://www.politifact.com/factchecks/2795/
882,Breaking: Company removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Fake,https://www.politifact.com/factchecks/7925/
883,Breaking: Government bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/8069/
884,Breaking: Government removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Health,2025,Mostly False,https://www.politifact.com/factchecks/5287/
885,Breaking: Company introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,Politics,2025,Mostly False,https://www.politifact.com/factchecks/3439/
886,Breaking: Government introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Finance,2025,Fake,https://www.politifact.com/factchecks/8258/
887,Breaking: Company bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Fake,https://www.politifact.com/factchecks/9249/
888,Breaking: Celebrity introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Fake,https://www.politifact.com/factchecks/8224/
889,Breaking: Government bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Fake,https://www.politifact.com/factchecks/6278/
890,Breaking: Government bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Fake,https://www.politifact.com/factchecks/8923/
891,Breaking: Company removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Fake,https://www.politifact.com/factchecks/9738/
892,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Fake,https://www.politifact.com/factchecks/9198/
893,Breaking: Government removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Pants on Fire,https://www.politifact.com/factchecks/8154/
894,Breaking: Company bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Fake,https://www.politifact.com/factchecks/7227/
895,Breaking: Government removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Fake,https://www.politifact.com/factchecks/4178/
896,Breaking: Celebrity bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Technology,2025,Mostly False,https://www.politifact.com/factchecks/4071/
897,Breaking: Celebrity removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,World,2025,Fake,https://www.politifact.com/factchecks/2576/
898,Breaking: Company bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/6897/
899,Breaking: Company removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/3560/
900,Breaking: Celebrity removes law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Mostly False,https://www.politifact.com/factchecks/1164/
901,Breaking: Company removes law,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/2302/
902,Breaking: Celebrity bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,World,2025,Mostly False,https://www.politifact.com/factchecks/7182/
903,Breaking: Company bans law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Fake,https://www.politifact.com/factchecks/6776/
904,Breaking: Company bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Sports,2025,Fake,https://www.politifact.com/factchecks/2838/
905,Breaking: Government introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/7143/
906,Breaking: Government introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/7921/
907,Breaking: Celebrity introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,World,2025,Pants on Fire,https://www.politifact.com/factchecks/3889/
908,Breaking: Government removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/9613/
909,Breaking: Company removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Fake,https://www.politifact.com/factchecks/3992/
910,Breaking: Celebrity bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/4075/
911,Breaking: Celebrity removes law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Mostly False,https://www.politifact.com/factchecks/3213/
912,Breaking: Celebrity removes policy,"This news article claims that a major event has occurred, but experts have debunked it.",AltRealityNews,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/2381/
913,Breaking: Company introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Fake,https://www.politifact.com/factchecks/5270/
914,Breaking: Company bans law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Sports,2025,Mostly False,https://www.politifact.com/factchecks/5597/
915,Breaking: Company introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/9716/
916,Breaking: Celebrity bans product,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Fake,https://www.politifact.com/factchecks/3830/
917,Breaking: Government introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Mostly False,https://www.politifact.com/factchecks/6571/
918,Breaking: Government introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Health,2025,Mostly False,https://www.politifact.com/factchecks/7523/
919,Breaking: Government bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Fake,https://www.politifact.com/factchecks/6634/
920,Breaking: Celebrity bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Health,2025,Fake,https://www.politifact.com/factchecks/5913/
921,Breaking: Company introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Climate,2025,Mostly False,https://www.politifact.com/factchecks/9564/
922,Breaking: Celebrity removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Fake,https://www.politifact.com/factchecks/9380/
923,Breaking: Company introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,World,2025,Fake,https://www.politifact.com/factchecks/8039/
924,Breaking: Company introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Mostly False,https://www.politifact.com/factchecks/4925/
925,Breaking: Government bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Pants on Fire,https://www.politifact.com/factchecks/5579/
926,Breaking: Company bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Health,2025,Mostly False,https://www.politifact.com/factchecks/7764/
927,Breaking: Company bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,World,2025,Mostly False,https://www.politifact.com/factchecks/1237/
928,Breaking: Company introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Technology,2025,Pants on Fire,https://www.politifact.com/factchecks/6606/
929,Breaking: Company bans law,"This news article claims that a major event has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Mostly False,https://www.politifact.com/factchecks/5670/
930,Breaking: Company bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Mostly False,https://www.politifact.com/factchecks/5994/
931,Breaking: Celebrity bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,World,2025,Mostly False,https://www.politifact.com/factchecks/8959/
932,Breaking: Government bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/4486/
933,Breaking: Government removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/7617/
934,Breaking: Celebrity bans law,"This news article claims that a scandal has occurred, but experts have debunked it.",FakeTimes,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/5331/
935,Breaking: Celebrity removes law,"This news article claims that a major event has occurred, but experts have debunked it.",MisinfoReport,World,2025,Pants on Fire,https://www.politifact.com/factchecks/8955/
936,Breaking: Company bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/2000/
937,Breaking: Celebrity introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Fake,https://www.politifact.com/factchecks/3729/
938,Breaking: Celebrity bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Mostly False,https://www.politifact.com/factchecks/2095/
939,Breaking: Government removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/9068/
940,Breaking: Government removes law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Health,2025,Mostly False,https://www.politifact.com/factchecks/8249/
941,Breaking: Government introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Politics,2025,Mostly False,https://www.politifact.com/factchecks/1177/
942,Breaking: Government removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/6461/
943,Breaking: Celebrity introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Mostly False,https://www.politifact.com/factchecks/1797/
944,Breaking: Government bans law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/7970/
945,Breaking: Government introduces product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Fake,https://www.politifact.com/factchecks/2272/
946,Breaking: Company removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Health,2025,Mostly False,https://www.politifact.com/factchecks/9229/
947,Breaking: Government introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Politics,2025,Mostly False,https://www.politifact.com/factchecks/1153/
948,Breaking: Government introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Fake,https://www.politifact.com/factchecks/8466/
949,Breaking: Government introduces product,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/1975/
950,Breaking: Government bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/7510/
951,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Pants on Fire,https://www.politifact.com/factchecks/3890/
952,Breaking: Company introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Fake,https://www.politifact.com/factchecks/1997/
953,Breaking: Celebrity removes policy,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,World,2025,Fake,https://www.politifact.com/factchecks/7804/
954,Breaking: Government introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,World,2025,Pants on Fire,https://www.politifact.com/factchecks/1898/
955,Breaking: Company introduces product,"This news article claims that a scandal has occurred, but experts have debunked it.",MisinfoReport,Entertainment,2025,Fake,https://www.politifact.com/factchecks/6339/
956,Breaking: Company removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,World,2025,Mostly False,https://www.politifact.com/factchecks/2746/
957,Breaking: Company removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Entertainment,2025,Fake,https://www.politifact.com/factchecks/5742/
